title,published_at,channel_title,duration,view_count,like_count,comment_count,category,duration_seconds,duration_range,publish_hour,publish_day_of_week,publish_minute,publish_time
$5 vs $50 Handheld Fan!,2024-07-31 14:46:46+00:00,Mrwhosetheboss,PT59S,2486476,230736,520,Science & Technology,59.0,0-5 min,14,Wednesday,46,14.766666666666667
Arcadion M1S Guide - AAC Light-Heavyweight M1 Savage (Black Cat),2024-07-31 14:47:57+00:00,Hector Hectorson - Hector Lectures,PT14M50S,232257,4652,361,Gaming,890.0,10-20 min,14,Wednesday,47,14.783333333333333
TOMORROW X TOGETHER Official Character 'PPULBATU',2024-07-31 15:00:00+00:00,TOMORROW X TOGETHER OFFICIAL,PT25S,318447,58691,2875,Music,25.0,0-5 min,15,Wednesday,0,15.0
"The Bank Robbery Scene In ""Heat"" Is Perfect #funfact",2024-07-31 15:00:00+00:00,Doug Sharpe,PT57S,3427331,303208,1200,Film & Animation,57.0,0-5 min,15,Wednesday,0,15.0
ENHYPEN (엔하이픈) 'Brought The Heat Back' Official MV,2024-07-31 15:00:01+00:00,HYBE LABELS,PT3M12S,3021289,486794,33801,Music,192.0,0-5 min,15,Wednesday,0,15.0
Trippy 3D Printed Thing!,2024-07-31 15:00:12+00:00,3D Printrovert,PT15S,463870,22048,433,Science & Technology,15.0,0-5 min,15,Wednesday,0,15.0
When you hang out with STREAMERS #shorts,2024-07-31 15:00:31+00:00,jacobweeby,PT1M,2079092,161845,1804,Film & Animation,60.0,0-5 min,15,Wednesday,0,15.0
Jerry really is a super lucky superhero... Rick and Morty S06E08 #film #shorts #rickandmorty,2024-07-31 15:00:44+00:00,Film_Odyssey,PT1M,5157483,401804,468,Film & Animation,60.0,0-5 min,15,Wednesday,0,15.0
"'Main character energy': Kim Yeji, the pistol shooter taking over the internet",2024-07-31 15:00:45+00:00,Guardian Sport,PT1M8S,2232043,13779,1121,Sports,68.0,0-5 min,15,Wednesday,0,15.0
HDMI Isn’t Safe,2024-07-31 15:01:02+00:00,UFD Tech,PT1M,462186,27673,909,Science & Technology,60.0,0-5 min,15,Wednesday,1,15.016666666666667
"Surprising My Crush with 1,000 Gifts in 24 Hours",2024-07-31 15:01:06+00:00,Cash,PT20M35S,528805,8342,893,Entertainment,1235.0,20-60 min,15,Wednesday,1,15.016666666666667
TEAM K LEAGUE 3-4 TOTTENHAM HOTSPUR | HIGHLIGHTS | SONNY SCORES DOUBLE IN SEOUL,2024-07-31 15:13:38+00:00,Tottenham Hotspur,PT8M11S,462940,8298,452,Sports,491.0,5-10 min,15,Wednesday,13,15.216666666666667
I Took Kam Patterson To A Tractor Pull Contest,2024-07-31 15:20:50+00:00,Young Mantis,PT59S,657730,44209,537,Film & Animation,59.0,0-5 min,15,Wednesday,20,15.333333333333334
ToRung short film: 🙏save water💦,2024-07-31 15:51:06+00:00,ToRung,PT24S,62900979,1679800,2155,Film & Animation,24.0,0-5 min,15,Wednesday,51,15.85
Android Rant,2024-07-31 15:51:20+00:00,TheOdd1sOut,PT24S,1344632,151457,4465,Film & Animation,24.0,0-5 min,15,Wednesday,51,15.85
Kehlani: Tiny Desk Concert,2024-07-31 16:00:06+00:00,NPR Music,PT14M55S,1005188,64013,3512,Music,895.0,10-20 min,16,Wednesday,0,16.0
"LL COOL J Leaves Jay-Z & Kanye Off Def Jam Mt. Rushmore, Talks Kendrick vs Drake, GOAT & New Album",2024-07-31 16:00:07+00:00,Club Shay Shay,PT1H37M11S,904035,28192,3628,People & Blogs,5831.0,60-120 min,16,Wednesday,0,16.0
Why does USA basketball never stay in the Olympic Village? 🤔,2024-07-31 16:00:07+00:00,Whistle,PT34S,1798908,79416,814,Sports,34.0,0-5 min,16,Wednesday,0,16.0
Pineapple Pizza (ft. Lionfield),2024-07-31 16:00:15+00:00,Nick DiGiovanni,PT20S,7788686,446539,2460,Entertainment,20.0,0-5 min,16,Wednesday,0,16.0
Jasmine Is Prepared To Expose Kirk's Texts 🫢📲 Love & Hip Hop: Atlanta,2024-07-31 16:00:34+00:00,Love & Hip Hop,PT4M1S,296736,5398,2243,Entertainment,241.0,0-5 min,16,Wednesday,0,16.0
2025 Cost of Living Increase | How it Affects VA Disability & Social Security | COLA | theSITREP,2024-07-31 16:06:17+00:00,VA | VetResources,PT2M29S,580422,24774,1918,People & Blogs,149.0,0-5 min,16,Wednesday,6,16.1
Do Trampoline Shoes Make You Jump Higher?,2024-07-31 16:13:00+00:00,Dylan Grogan,PT1M,2296439,59164,49,Sports,60.0,0-5 min,16,Wednesday,13,16.216666666666665
The TESLA CYBERTRUCK is FINALLY in Fortnite!,2024-07-31 16:23:24+00:00,TG Plays,PT15M59S,966030,17264,2051,Gaming,959.0,10-20 min,16,Wednesday,23,16.383333333333333
Everything Wrong with AI,2024-07-31 16:58:58+00:00,gabi belle,PT36M17S,551156,39207,3958,Comedy,2177.0,20-60 min,16,Wednesday,58,16.966666666666665
Tech Products That Should Not Exist,2024-07-31 17:00:03+00:00,Danny Gonzalez,PT56M12S,3010521,201380,10711,Comedy,3372.0,20-60 min,17,Wednesday,0,17.0
"J.P., NLE Choppa - Bad Bitty (Remix) [Official Music Video]",2024-07-31 17:00:07+00:00,OFFICIALJPVEVO,PT3M3S,643659,37639,2144,Music,183.0,0-5 min,17,Wednesday,0,17.0
I try every art form,2024-07-31 17:00:24+00:00,Brittany Broski,PT20M44S,576981,37740,1934,People & Blogs,1244.0,20-60 min,17,Wednesday,0,17.0
HELLUVA SHORTS 2 // MISSION: ANTARCTICA // HELLUVA BOSS,2024-07-31 17:00:40+00:00,Vivziepop,PT4M20S,3446165,402849,19125,Film & Animation,260.0,0-5 min,17,Wednesday,0,17.0
Rick saved Summer #rickandmorty #shorts,2024-07-31 17:51:12+00:00,RM LAND,PT51S,1718541,166016,173,Film & Animation,51.0,0-5 min,17,Wednesday,51,17.85
"""Nobody Cares She's Black, She's Terrible!"" Destiny vs Officer Tatum vs Cenk Uygur",2024-07-31 18:00:23+00:00,Piers Morgan Uncensored,PT51M25S,1211370,23065,15982,News & Politics,3085.0,20-60 min,18,Wednesday,0,18.0
Apple’s Folding Devices Coming Soon?,2024-07-31 18:05:46+00:00,Waveform Clips,PT11M49S,196821,4152,648,Science & Technology,709.0,10-20 min,18,Wednesday,5,18.083333333333332
Never race a Honda on a trailer,2024-07-31 18:07:08+00:00,Exotic Rubber,PT16S,1304745,59971,400,Autos & Vehicles,16.0,0-5 min,18,Wednesday,7,18.116666666666667
Daily Driving My Tank After Giving it a 1000HP Engine,2024-07-31 18:12:29+00:00,Westen Champlin,PT24M35S,706946,29684,886,Autos & Vehicles,1475.0,20-60 min,18,Wednesday,12,18.2
"Kam Patterson is the Blackest Man Alive!!!😂😂😂| Kill Tony, ft. Damn Tallent",2024-07-31 18:25:08+00:00,LifeofLogos,PT42S,1820572,97101,708,Film & Animation,42.0,0-5 min,18,Wednesday,25,18.416666666666668
A normal day at school 💀,2024-07-31 18:45:31+00:00,isaacsamz,PT12S,1826511,110400,1586,Film & Animation,12.0,0-5 min,18,Wednesday,45,18.75
WATCH FULL: Former President Trump fiery discussion at NABJ Forum in Chicago | LiveNOW FOX,2024-07-31 18:57:56+00:00,LiveNOW from FOX,PT36M21S,1558021,21856,28422,News & Politics,2181.0,20-60 min,18,Wednesday,57,18.95
WATCH FULL EVENT: Trump speaks at National Association of Black Journalists conference in Chicago,2024-07-31 18:58:14+00:00,PBS NewsHour,PT1H48M36S,622146,6169,0,News & Politics,6516.0,60-120 min,18,Wednesday,58,18.966666666666665
Luh Tyler - 2 Slippery (feat. Bossman Dlow) [Official Music Video],2024-07-31 19:00:08+00:00,Luh Tyler,PT2M44S,306799,16733,684,Music,164.0,0-5 min,19,Wednesday,0,19.0
BEST NBA 2K COVER EVER??,2024-07-31 19:12:10+00:00,StachedHooper,PT11S,515437,15095,288,Sports,11.0,0-5 min,19,Wednesday,12,19.2
Donald Trump takes questions at NABJ conference | Full Conference,2024-07-31 19:16:35+00:00,CBS Chicago,PT36M50S,282121,3134,5990,News & Politics,2210.0,20-60 min,19,Wednesday,16,19.266666666666666
Donald Trump SLAMS journalist during HEATED Q&A at NABJ Convention (FULL VIDEO),2024-07-31 19:17:07+00:00,NBC Chicago,PT35M35S,238857,5106,5095,News & Politics,2135.0,20-60 min,19,Wednesday,17,19.283333333333335
The NEXT 5 OLYMPICS! Guess Where They Take Place! #shorts #olympics #usa #europe #summer #year,2024-07-31 19:25:58+00:00,Makeshift Project,PT1M,1389204,50685,774,Sports,60.0,0-5 min,19,Wednesday,25,19.416666666666668
Trump self-immolates at NABJ: a supercut,2024-07-31 19:54:43+00:00,Aaron Rupar,PT11M13S,263433,4927,1284,News & Politics,673.0,10-20 min,19,Wednesday,54,19.9
iShowSpeed LOVES this Indian Rapper 😳🔥,2024-07-31 19:56:49+00:00,Music Media,PT17S,4695914,337412,2564,Entertainment,17.0,0-5 min,19,Wednesday,56,19.933333333333334
UNEXPECTED 💀,2024-07-31 20:00:03+00:00,Mappelz,PT59S,3070841,216960,341,Entertainment,59.0,0-5 min,20,Wednesday,0,20.0
Druski 'No More Social Media' feat. Kairo Keyz (Official Music Video),2024-07-31 20:00:06+00:00,Druski,PT1M41S,486667,25755,1593,Comedy,101.0,0-5 min,20,Wednesday,0,20.0
"When his IDOL was BEATEN, TYSON swore to AVENGE him #shorts",2024-07-31 20:00:11+00:00,"This is MMA, baby",PT1M,829986,32670,410,Sports,60.0,0-5 min,20,Wednesday,0,20.0
"COMO LA NINTENDO SWITCH, PERO CON SUPERPODERES!!!!!!",2024-07-31 20:00:14+00:00,Tecnonauta,PT18M50S,118962,6305,1166,Science & Technology,1130.0,10-20 min,20,Wednesday,0,20.0
How Mr Beast is gonna start his next video,2024-07-31 20:01:32+00:00,Dylan Zitkus,PT13S,3608428,290554,7319,Entertainment,13.0,0-5 min,20,Wednesday,1,20.016666666666666
Minecraft Hermitcraft :: I'm Not Good at 1.21,2024-07-31 20:10:41+00:00,BdoubleO100,PT27M53S,230436,19466,663,Gaming,1673.0,20-60 min,20,Wednesday,10,20.166666666666668
“Mask Girl” Actress Married A Chaebol Then Lost EVERYTHING,2024-07-31 20:11:08+00:00,Stephanie Soo,PT59M8S,498781,23607,1393,People & Blogs,3548.0,20-60 min,20,Wednesday,11,20.183333333333334
"Google smokes Olympic mathletes, while OpenAI tries to kill Google",2024-07-31 20:13:23+00:00,Fireship,PT8M20S,719060,34013,1156,Science & Technology,500.0,5-10 min,20,Wednesday,13,20.216666666666665
Speedrunning 30yrs of lithography technology,2024-07-31 20:23:09+00:00,Breaking Taps,PT46M7S,192283,10344,674,Science & Technology,2767.0,20-60 min,20,Wednesday,23,20.383333333333333
Paul George thought he was in for the USA Olympic team but he’s not sour about it 😂,2024-07-31 20:30:05+00:00,7PM in Brooklyn with Carmelo Anthony & Kid Mero,PT45S,326887,14070,400,Sports,45.0,0-5 min,20,Wednesday,30,20.5
Trump goes on rant questioning Harris' race at Black journalists convention,2024-07-31 20:37:10+00:00,CNN,PT39M40S,1521665,16806,23203,News & Politics,2380.0,20-60 min,20,Wednesday,37,20.616666666666667
When Steph took it personal 😤,2024-07-31 20:46:45+00:00,GD's Highlights,PT34S,1319917,67320,398,Sports,34.0,0-5 min,20,Wednesday,46,20.766666666666666
Trump blasts 'fake news' reporter who questioned racial rhetoric: 'Very rude',2024-07-31 20:52:58+00:00,KOMO News,PT1M,1711203,49235,4462,News & Politics,60.0,0-5 min,20,Wednesday,52,20.866666666666667
Dog Teaches This Man a Lesson for Being Mean and makes him clean his house 🐕,2024-07-31 20:58:00+00:00,HitHix,PT32S,4921921,244939,23800,Film & Animation,32.0,0-5 min,20,Wednesday,58,20.966666666666665
no chick fil a sauce? 🙄 #Shorts,2024-07-31 21:00:11+00:00,mmmjoemele,PT11S,11009776,461286,9299,Entertainment,11.0,0-5 min,21,Wednesday,0,21.0
Look at these cars!,2024-07-31 21:00:36+00:00,Camilla Araujo,PT23S,510842,9227,64,Autos & Vehicles,23.0,0-5 min,21,Wednesday,0,21.0
USA Women’s Gymnastics Team Hilariously Celebrate GOLD At Paris Olympics! #parisolympics2024,2024-07-31 21:11:40+00:00,Sussan Mourad,PT20S,3275605,224147,422,Sports,20.0,0-5 min,21,Wednesday,11,21.183333333333334
The Electric VW bus is LOADED,2024-07-31 21:19:01+00:00,Marques Brownlee,PT51S,4481633,255550,4364,Autos & Vehicles,51.0,0-5 min,21,Wednesday,19,21.316666666666666
"The Gamer with the $6,000 PC but STILL sucks…",2024-07-31 21:31:20+00:00,Nathan Doan Comedy,PT4M18S,92760,6084,635,Science & Technology,258.0,0-5 min,21,Wednesday,31,21.516666666666666
Pommel horse gymnast's eye conditions explained,2024-07-31 21:38:31+00:00,Stay Tuned,PT35S,776171,63586,342,News & Politics,35.0,0-5 min,21,Wednesday,38,21.633333333333333
Not Even Fox News Could Spin This DISASTROUS Trump Interview,2024-07-31 21:45:15+00:00,TYT Investigates,PT54S,891519,40310,3817,News & Politics,54.0,0-5 min,21,Wednesday,45,21.75
My Mom Ruined My Video😭🤣 #funny #shorts,2024-07-31 21:50:24+00:00,Anxiety couple,PT11S,3185507,160304,365,Entertainment,11.0,0-5 min,21,Wednesday,50,21.833333333333332
¡El Mayo Pidió Ser Encerrado con El Chapo como Única Condición para Entregarse! #noticias #narcos,2024-07-31 21:55:00+00:00,Los Patrones Del Mal ,PT43S,438483,8945,95,News & Politics,43.0,0-5 min,21,Wednesday,55,21.916666666666668
Perfect pass 😤 #worldathleticschamps #running #sports #usa #relay,2024-07-31 22:00:01+00:00,World Athletics,PT16S,4105888,165687,1663,Sports,16.0,0-5 min,22,Wednesday,0,22.0
"The boy engaged in a duel with Carl, but ended up hurt himself.#shorts#Shameless",2024-07-31 22:00:08+00:00,Shows Clip,PT58S,5027600,413077,385,Film & Animation,58.0,0-5 min,22,Wednesday,0,22.0
Israel Kills Hamas Leader Deep Inside Iran,2024-07-31 22:13:54+00:00,Task & Purpose,PT13M49S,1094074,36634,5048,News & Politics,829.0,10-20 min,22,Wednesday,13,22.216666666666665
Something Is Wrong With The 2024 MLB Season,2024-07-31 22:19:02+00:00,Baseball Doesn't Exist,PT21M58S,525147,15114,1267,Sports,1318.0,20-60 min,22,Wednesday,19,22.316666666666666
BART got a restraining order ‼️ #simpsons #shorts,2024-07-31 22:26:58+00:00,bigbryanfans,PT1M,6282618,501932,1436,Film & Animation,60.0,0-5 min,22,Wednesday,26,22.433333333333334
You'll NEVER Need A GPU AGAIN!,2024-07-31 22:28:41+00:00,Gamer Meld,PT6M38S,65734,2667,293,Science & Technology,398.0,5-10 min,22,Wednesday,28,22.466666666666665
coolest olympian ever 🔥😭,2024-07-31 22:46:14+00:00,John Casterline,PT23S,11553774,1067699,8628,Sports,23.0,0-5 min,22,Wednesday,46,22.766666666666666
Squid Game: Season 2 | Date Announcement | Netflix,2024-07-31 23:00:00+00:00,Netflix,PT57S,3414446,121200,5546,Entertainment,57.0,0-5 min,23,Wednesday,0,23.0
Katie Ledecky Wins Gold With Over 10 Second Lead and Sets New Olympic Record | Paris Olympics,2024-07-31 23:00:29+00:00,Peacock,PT6M9S,264877,2461,190,Sports,369.0,5-10 min,23,Wednesday,0,23.0
the perfect anime chick,2024-07-31 23:05:08+00:00,David Alvareeezy,PT30S,6449430,512464,1812,Film & Animation,30.0,0-5 min,23,Wednesday,5,23.083333333333332
I am definitely that kind of person lmao #funny #stitch #meme #capcut #youtubeshorts #foryou,2024-07-31 23:05:48+00:00,Izzy -⃝⃤,PT12S,1269556,85618,0,Film & Animation,12.0,0-5 min,23,Wednesday,5,23.083333333333332
CAN YOU BUILD A COOL CAR FOR UNDER $5K???🤔 #bmw #323i #cartok #diy #oilchange #e46,2024-07-31 23:23:21+00:00,Jake polino,PT1M1S,276831,20290,209,Autos & Vehicles,61.0,0-5 min,23,Wednesday,23,23.383333333333333
The Day Caitlin Clark Exposed USA Basketball,2024-07-31 23:26:07+00:00,Hoop Reports,PT13M48S,446377,5822,1493,News & Politics,828.0,10-20 min,23,Wednesday,26,23.433333333333334
The Tank,2024-07-31 23:45:00+00:00,Pirate Software,PT39S,2260439,195703,2722,Entertainment,39.0,0-5 min,23,Wednesday,45,23.75
EP #27 Parte 2  'Halcones' Red de Vigilancia,2024-07-31 23:58:04+00:00,Ocran Leaks,PT38M12S,47263,1327,297,Science & Technology,2292.0,20-60 min,23,Wednesday,58,23.966666666666665
"Lib Reporter Tries to Get Trump, HIS CLAPBACK 🔥🔥🔥",2024-08-01 00:00:06+00:00,Benny Johnson,PT56S,693046,73155,2449,News & Politics,56.0,0-5 min,0,Thursday,0,0.0
"Bill Analyzes VP Kamala Harris's Speech at Her Atlanta Campaign Event | NSN | July 31, 2024",2024-08-01 00:00:06+00:00,Bill O'Reilly,PT25M18S,402375,14591,2070,News & Politics,1518.0,20-60 min,0,Thursday,0,0.0
Bart and Lisa are one #shorts,2024-08-01 00:00:06+00:00,Mao Mao ,PT47S,1891598,43431,17,Film & Animation,47.0,0-5 min,0,Thursday,0,0.0
"LOVE ISLAND'S KAYLOR, AARON, AND ROB GET GRILLED BY DAVE PORTNOY — BFFs EP. 186",2024-08-01 00:00:07+00:00,"BFFs: Dave Portnoy, Josh Richards & Bri Chickenfry",PT1H25M49S,386726,6574,1166,People & Blogs,5149.0,60-120 min,0,Thursday,0,0.0
iPhone 16 MAJOR Leaks & Rumors! Good & Bad News,2024-08-01 00:02:19+00:00,AppleTrack,PT10M43S,239795,5319,598,Science & Technology,643.0,10-20 min,0,Thursday,2,0.03333333333333333
Accidentally end up in a full court 1 on 1🤣,2024-08-01 00:11:02+00:00,Meka,PT1M1S,331400,44012,255,Sports,61.0,0-5 min,0,Thursday,11,0.18333333333333332
MADURO NO SUPO QUÉ RESPONDER CUANDO LE PREGUNTARON POR EL FRAUDE Y QUEDÓ EN RIDÍCULO| BREAK POINT,2024-08-01 01:00:07+00:00,BREAK POINT,PT7M28S,3120209,41740,15866,News & Politics,448.0,5-10 min,1,Thursday,0,1.0
Yusef Dikeç is him!🥶,2024-08-01 02:00:02+00:00,House of Highlights,PT21S,1698955,92656,1166,Sports,21.0,0-5 min,2,Thursday,0,2.0
New Trump interview is a bloodbath..,2024-08-01 02:00:26+00:00,Asmongold TV  ,PT54M52S,1535710,51401,19349,News & Politics,3292.0,20-60 min,2,Thursday,0,2.0
Trump Questions Harris's Blackness & Megan Thee Stallion Rallies Harris Supporters | The Daily Show,2024-08-01 02:01:08+00:00,The Daily Show,PT9M12S,3518915,79495,9843,News & Politics,552.0,5-10 min,2,Thursday,1,2.0166666666666666
AMD Zen 5 Validation Failures Leak | Intel Raptor Lake Instability Update,2024-08-01 02:30:12+00:00,Moore's Law Is Dead,PT11M14S,71198,4626,599,Science & Technology,674.0,10-20 min,2,Thursday,30,2.5
Send this to someone you would COOK in this drill 😤 #shorts,2024-08-01 02:48:54+00:00,MaxPreps,PT10S,832400,29162,83,Sports,10.0,0-5 min,2,Thursday,48,2.8
How the World's Top Web Browser Died,2024-08-01 03:12:56+00:00,NationSquid,PT20M29S,95540,5543,615,Science & Technology,1229.0,20-60 min,3,Thursday,12,3.2
They accidentally proved him right 🤣,2024-08-01 03:19:46+00:00,Decoy Voice,PT8M54S,1313020,62840,9934,News & Politics,534.0,5-10 min,3,Thursday,19,3.3166666666666664
Chelsea 3-0 Club America | HIGHLIGHTS | Chelsea FC USA Tour 2024,2024-08-01 03:26:31+00:00,Chelsea Football Club,PT4M8S,1053109,20952,853,Sports,248.0,0-5 min,3,Thursday,26,3.4333333333333336
Man ‘tricks’ self check-out machines into giving him cash,2024-08-01 03:28:43+00:00,FOX 29 Philadelphia,PT1M26S,922281,4698,2610,News & Politics,86.0,0-5 min,3,Thursday,28,3.466666666666667
ALL NEW RULES NFL 2024!,2024-08-01 03:35:00+00:00,MARRSKII Live,PT1M,527352,28765,230,Sports,60.0,0-5 min,3,Thursday,35,3.5833333333333335
BoyWithUke - Ghost (Official Music Video),2024-08-01 04:00:06+00:00,BoyWithUke,PT4M12S,247638,29268,5484,Music,252.0,0-5 min,4,Thursday,0,4.0
LISA - ROCKSTAR Special Stage Performance (w/ HolyBang),2024-08-01 05:00:25+00:00,LLOUD Official,PT2M17S,4937256,631153,25536,Music,137.0,0-5 min,5,Thursday,0,5.0
Mexicano noquea Argentino (parte 11) #argentina #boxeomexicano #argentinavsmexico #orgullomexicano,2024-08-01 05:21:46+00:00,Azteca Warriors,PT1M1S,709960,39306,2452,Sports,61.0,0-5 min,5,Thursday,21,5.35
HIGHLIGHTS | AC Milan 1-0 Real Madrid | Summer Tour 2024,2024-08-01 05:24:00+00:00,Real Madrid,PT2M45S,2551725,47705,2120,Sports,165.0,0-5 min,5,Thursday,24,5.4
The Woman Who SNUCK Into The Olympics #shorts,2024-08-01 05:58:42+00:00,Andy Jiang,PT1M,3816268,298119,2191,Entertainment,60.0,0-5 min,5,Thursday,58,5.966666666666667
Have you ever seen these watermelons before? 🍉,2024-08-01 06:26:23+00:00,Bayashi TV,PT43S,23419135,1074115,4064,Entertainment,43.0,0-5 min,6,Thursday,26,6.433333333333334
It's Clash Anime Season! Happy 12th Clashiversary!,2024-08-01 08:00:00+00:00,Clash of Clans,PT35S,4892731,158459,6802,Gaming,35.0,0-5 min,8,Thursday,0,8.0
Easily 3 Star It's Over 9000 Challenge (Clash of Clans),2024-08-01 08:00:17+00:00,Judo Sloth Gaming,PT2M57S,744213,22257,686,Gaming,177.0,0-5 min,8,Thursday,0,8.0
HIGHLIGHTS: Salah scores as Reds win in Philly | Liverpool 2-1 Arsenal,2024-08-01 08:30:09+00:00,Liverpool FC,PT2M14S,1545786,24661,957,Sports,134.0,0-5 min,8,Thursday,30,8.5
Brawl Stars Animation: PAINT BRAWL STARTS NOW!,2024-08-01 09:01:54+00:00,Brawl Stars,PT52S,5622857,183999,10966,Gaming,52.0,0-5 min,9,Thursday,1,9.016666666666667
"Because Yara has Tourette’s,her mom won’t let her go to school.#movie #shorts #story",2024-08-01 09:21:33+00:00,Marcia Carter,PT1M,2251693,198728,184,Film & Animation,60.0,0-5 min,9,Thursday,21,9.35
He Was The Only One Left ‼️,2024-08-01 09:26:08+00:00,Urban Street +254,PT1M,2267927,161680,445,Entertainment,60.0,0-5 min,9,Thursday,26,9.433333333333334
The West Bank: Last Week Tonight with John Oliver (HBO),2024-08-01 11:00:20+00:00,LastWeekTonight,PT30M38S,2456189,104988,11732,News & Politics,1838.0,20-60 min,11,Thursday,0,11.0
Deadpool opening scene is the best #marvel #deadpool,2024-08-01 11:08:45+00:00,Snap Shield ,PT20S,1706459,130529,944,Film & Animation,20.0,0-5 min,11,Thursday,8,11.133333333333333
KHELIF VS ANGELA CARINI (?),2024-08-01 11:35:09+00:00,ITALYKICKBOXING,PT49S,2575464,3749,5222,Sports,49.0,0-5 min,11,Thursday,35,11.583333333333334
Man went for plastic surgery but got laughed at by doctors #shorts,2024-08-01 11:46:52+00:00,Movie Machine,PT1M,4390612,478989,1190,Entertainment,60.0,0-5 min,11,Thursday,46,11.766666666666667
I CAN'T BELIEVE THIS HAPPEND!,2024-08-01 12:00:19+00:00,Zhong,PT41S,13308028,600580,2055,Entertainment,41.0,0-5 min,12,Thursday,0,12.0
"Carrie Underwood Is Your New American Idol Judge! Welcome Home, Carrie!",2024-08-01 12:44:15+00:00,American Idol,PT1M8S,304108,2164,266,Entertainment,68.0,0-5 min,12,Thursday,44,12.733333333333333
Machinist's Minute: Tires are the expensive part of a loader forklift,2024-08-01 13:00:31+00:00,HOWEESMACHINESHOP,PT33S,356979,8196,260,Autos & Vehicles,33.0,0-5 min,13,Thursday,0,13.0
